url	query	annotation
https://live.staticflickr.com/4063/4400352249_1b7335c0ef_k.jpg	interior	This is the inside of a house being built or remodeled.
https://live.staticflickr.com/4115/4869300885_85e88e9927_k.jpg	building	This appears to be a resort as it looks like a compound with several individual living Spaces. The structure seems to be made of stone and wood.
https://live.staticflickr.com/4398/36662973276_865155645b_f.jpg	location	Persons here are in a bar or restaurant. Mainly people are consuming drinks, one or more do have food items so it could be either.
https://live.staticflickr.com/5112/7420914634_f1e56b3676_o.jpg	plants	There are a lot of trees in the background and three trees that are closer to view. They are spaced apart from each other in a similar distance.
https://live.staticflickr.com/4118/4905342820_89ddc4585a_b.jpg	animals	There is a group of multicolored cows in a field of green grass. They are near the bike bath and opposite side of the river.
https://live.staticflickr.com/4718/39747816462_a490d7537e_f.jpg	cars	Several cars are parked end to end on the side of a street.  On the other side of the cars is a body of water.
https://live.staticflickr.com/7895/32521030447_a9c60d5901_h.jpg	location	It is the spot that have a big cave and water under it and the cave have many opening over the up and sides also
https://live.staticflickr.com/65535/49548251378_696b2060fd_f.jpg	arthitecture	We see old aqueducts here. Their distinctive arches, in lessening size but greater number up high. Truly architecture at it's best.
https://live.staticflickr.com/8175/7892697638_055cd4b721_k.jpg	people	A person is on this peak, but only the shadow is shown and he or she must be enjoying the view.
https://live.staticflickr.com/2488/4096621725_ebe4b9ed40_o.jpg	rivers	The ox bow of a river is seen here, the river curves in sharply towards itself. It's muddy and slow moving here though.
https://live.staticflickr.com/4200/34894471670_2185581256_o.jpg	building	the building is well painted and quality of the picture is good
https://live.staticflickr.com/3931/15452599212_492a883f09_f.jpg	people	an advance woman in red dress by a table and a bench with a man in a short distance in blue trouser in a woodland
https://live.staticflickr.com/3441/3362702790_652c3a1152_k.jpg	location	This is a tourist attraction site. There is a sign explaining the current location. This area is fenced in.
https://live.staticflickr.com/65535/48812643526_756ca995b4_f.jpg	location	This is a view of a cityscape of low buildings seen from the roof of an historic castle-like building.  Two taller watch towers from the same building are nearby.
https://live.staticflickr.com/7574/15579133040_dc88435770_o.jpg	location	The place is some tall mountain and the mountain is very cold area because it is covered with ice
https://live.staticflickr.com/3556/3319973043_d827be4337_k.jpg	arthitecture	The space is very big, like a warehouse. There are black tile columns against the walls, an escalator, a big glass window, and smooth cement floors.
https://live.staticflickr.com/5650/30520950212_f849b5261d_o.jpg	people	Here are several people, who are employees. They are working beside pizza boxes at a restaurant.
https://live.staticflickr.com/65535/51587415102_86ca8306a5_o.jpg	arthitecture	This is a full circular scene of old brick ruins. They used to be walls no it is more the height of a fence. There is open field in the middle of it.
https://live.staticflickr.com/2828/33203412163_f677aa133f_f.jpg	what they are doing	older persons here gather in a circle and are having a sort of meeting or discussion. This is likely moderated or organized in some way.
https://live.staticflickr.com/7283/8739028220_1a54d5bf70_f.jpg	people	There are few people who who are outside the ground and some are with their children&s
https://live.staticflickr.com/836/43071758211_64143deb1e_o.jpg	people	There are several people walking and sitting on benches all over the area. It seems to be rather crowded.
https://live.staticflickr.com/6125/6041061781_41bb9f8c87_o.jpg	arthitecture	This building is a temple with a silver colored dome shaped roof. The exterior of the building is made of stucco and brick.
https://live.staticflickr.com/65535/48971010603_d2b9d0359d_f.jpg	building	An old building, several stories high with windows every few feet on all levels surrounds the center Court yard or open area.
https://live.staticflickr.com/3821/9069265841_0a56915879_b.jpg	people	There is one person who is sitting inside the building
https://live.staticflickr.com/65535/52149024100_957b973cb1_o.jpg	landscape	There are trees that border grassy areas. There is a set of taller trees, which are palm trees, in the middle of the circular road that sits in the middle of the landscaping.
https://live.staticflickr.com/7515/15028216423_dbead6ccb7_f.jpg	trees	This is a park with lots of grass and trees including a very large and very old willow tree.
https://live.staticflickr.com/3249/3332515375_957a5a4824_b.jpg	location	Several intersecting streets form a grid which carries night-time traffic past elegant stone buildings in a city.
https://live.staticflickr.com/1274/5179239230_35bbf9e829_o.jpg	arthitecture	the ARCHITECTURE OF THE PLACE AND THE BUILDING AND THE MONUMENTS ARE VERY KEEN AND ABSTRACT
https://live.staticflickr.com/2334/32564209700_29ef757478_o.jpg	happenings	Several people are swimming and wading in the surf next to the rocky beach.
https://live.staticflickr.com/386/19372599954_a5bf473b83_o.jpg	rivers	There is a small bluish grey river that is flowing between rocky areas with some trees.
https://live.staticflickr.com/1924/30572257007_42777db263_o.jpg	location	The place found that tourist area and the people are sitting in the banks of the river or lake and the there have the big bridge over the lake
https://live.staticflickr.com/359/19372583424_2c6403e20e_o.jpg	activity	a woman on glasses in a jacket standing in the middle of the road next to a house with wooden fence and a bleu glass door with trees on the left and right.
https://live.staticflickr.com/3193/3777244514_5b8ffda914_o.jpg	art	There is a large piece of geometric artwork standing outside. It is a big piece that looks like it is made of a bunch of really small straight pieces. The pieces are red yellow and blue.
https://live.staticflickr.com/7276/7521470984_dc63341b52_h.jpg	building	This is an older looking stone building with a sign at the top of it that says Pizza Hut. A few stairs lead up into the doorway and there are a lot of windows on the second floor. There is also a taller, newer looking building behind it.
https://live.staticflickr.com/8753/17082232158_712fb99537_f.jpg	landscape	This landscape is one of a rainforest near an ocean. The land seems relatively flat.
https://live.staticflickr.com/65535/48452280437_a7e52b63c9_o.jpg	people	There are a lot of people who h seem to have camped on the field behind the residential houses
https://live.staticflickr.com/3090/2760466674_20663861e7_3k.jpg	location	the location is found that  some street road and there the people are crowded with their bicycle
https://live.staticflickr.com/1314/599737087_b36b375852_k.jpg	people	there is one person sitting on the stone pillar of the building
https://live.staticflickr.com/65535/51820762081_99bf05fcf8_f.jpg	animals	Two animals are sited outside the residential houses gazing at a person in front of them who is taking a selfie
https://live.staticflickr.com/3176/2611978830_fa068fe300_k.jpg	building	The building looks to be residential.  It is made of bricks and has a wooden set of steps leading up to the doorway.
https://live.staticflickr.com/3035/2919665376_b14452bc27_o.jpg	location	Effle tower in a town in France with other buildings
https://live.staticflickr.com/8206/8162048895_7cc48cb55b_h.jpg	arthitecture	There is an outdoor monument with several very tall, white Roman style pillars, a roof and no walls.
https://live.staticflickr.com/5479/9163543024_fbfbd8a50e_o.jpg	building	there is one tall storey building which looks abandoned as indicated by broken windows
https://live.staticflickr.com/5170/5276415334_85b3edec66_o.jpg	building	This is a large outdoor green house with the structure of  plane hangar. The tarp roof of the greenhouse is arched.
https://live.staticflickr.com/65535/48639028741_f6e66f782b_o.jpg	rivers	a tree inside the river covering some portion of a bridge ahead with trees on the right shore and trees on the left as well along with a white boat.
https://live.staticflickr.com/3313/3237241068_650faeb98b_6k.jpg	people	There are several people who are watching the group of people that is singing
https://live.staticflickr.com/65535/48763999906_f12af4f9d4_f.jpg	location	This is the lighthouse, it overlooks the sea and is surrounded by bushes and brush.
https://live.staticflickr.com/8424/7850672970_4be00943c0_o.jpg	monuments	There are many monuments and statues scattered all around this store front outside. They are stone representations of people and they have color to them as well.
https://live.staticflickr.com/5212/29334896974_f5321dc994_o.jpg	people	A man wearing a green shirt and sunglasses is looking forward while holding a device.
https://live.staticflickr.com/3642/3638528317_9a5c20ab2a_o.jpg	activity	The group of people standing in circle, the man doing some tricks in the middle.
https://live.staticflickr.com/4742/24806740157_f280f08940_f.jpg	building	there are various both residential and business building which looks like a hotel as indicated by the shades outside it
https://live.staticflickr.com/65535/50284122422_60382e72dc_o.jpg	landscape	An aerial view of an isthmus shows a very long 30 story resort or hotel with hundreds of porches looking out to the sea and facing its waves.
https://live.staticflickr.com/3943/33714220472_16a0a9a3f3_o.jpg	sea	There is the beach and the ocean on the left side of the image. There is a large antenna from the ground all the way into the sky.
https://live.staticflickr.com/7176/6988214367_3d14da8b2f_o.jpg	what they are doing	A person in red shirt and tan pants is probably taking some sort of picture here.
https://live.staticflickr.com/7417/11794144766_dfdf5ab0b3_h.jpg	arthitecture	This is a medium sized bridge without a suspension tower going over a river in a small cities. Most of the buildings in this image are sky scrapers.
https://live.staticflickr.com/1826/42979625971_c52841aa4e_o.jpg	location	This is a terminal in an airport in Osaka, Japan. I can tell because of  many of the signs that are in Japanese.
https://live.staticflickr.com/2814/32968687134_03168f86e8_f.jpg	people	There are two men standing near the window.  They are both wearing dark colored tee shirts.
https://live.staticflickr.com/65535/51095810531_5e5b7bc804_o.jpg	people	There are two people present. One is sitting at a desk and the other is playing a musical instrument.
https://live.staticflickr.com/3014/2848957081_16f01e5057_k.jpg	location	It is like the theater location and which is inside a shopping complex like buildings and the walls are fulfilled with the posters of the ad
https://live.staticflickr.com/8669/16640799436_3d6abc82e1_f.jpg	weather	A very thick blanket of snow has covered the neighborhood and an igloo has been constructed out of ice.
https://live.staticflickr.com/7104/7336604900_d72a1c4353_f.jpg	interior	This is the interior of a classroom. This is a hands on type class rooms full of tools and is probably a woodworking shop class.
https://live.staticflickr.com/8715/27827606643_f7894b43da_o.jpg	people	There is a group of people hiking through the woods on a sunny day dressed in shorts and hiking attire. They are carrying bags with them.
https://live.staticflickr.com/7126/27131544026_c41d500786_o.jpg	arthitecture	There is a tunnel in the midst of a large amount of grass. The tunnel has an archway and there is a brick formation around it.
https://live.staticflickr.com/6024/5924228297_f00618b788_o.jpg	location	This is a cemetery. There are rows of gravestones in this field. The is a cross sign statue on this field.
https://live.staticflickr.com/2778/4377281907_5b887aedcb_o.jpg	street	This is a one way very narrow street that is paved and passing through a white covered bridge.
https://live.staticflickr.com/3603/3347241706_71618325c0_k.jpg	cars	There is a work truck with a white cab and a flat bed parked in front of the building.
https://live.staticflickr.com/4147/5068523274_2073f8381d_b.jpg	what they are doing	A man in black sits atop a red blanket which appears here to be acting as a magic carpet, certainly a trick pulled with photography.
https://live.staticflickr.com/65535/51328727687_b998580c96_o.jpg	location	It is the house compound and it contains the house and surrounded by trees  ground and road
https://live.staticflickr.com/5110/5741090492_70ee569958_o.jpg	cars	There is a white working van parked in a lot by a field and a couple buildings. There are more smaller cars of white and grey parked on the other side of the lot.
https://live.staticflickr.com/1834/42034122375_8705ef5ee5_o.jpg	location	It is a tourist place and there have small house like building around the place and there have people also
https://live.staticflickr.com/2361/1877990218_328314635a_o.jpg	location	The is an area with a lot of hills, rocks, and trees. There is a lot of dirt or sand on the ground and some small puddles in one area. There is also a large wooden deck that leads off into narrower walking paths.
https://live.staticflickr.com/804/40486000064_1d6f813b7b_f.jpg	building	there are various tall buildings with big pillars looking like a historical building
https://live.staticflickr.com/3005/3087183572_9796e7b158_k.jpg	street	A very narrow black street curves through the trees somewhere in the country, not carrying a single car along its length.
https://live.staticflickr.com/5719/21365318766_0ac5cc5791_6k.jpg	location	This is an open and empty parking lot next to a large building and a large field with green grass. There is a sunset in the sky.
https://live.staticflickr.com/7878/47607682721_c6b274a51a_o.jpg	houses	A small castle type white house is next to a small brown. and grey house
https://live.staticflickr.com/1278/566390998_a02f280aa3_o.jpg	arthitecture	Here we have tall, white pillars, they overlook a parking lot full of cars.
https://live.staticflickr.com/1238/1079313926_f5868529b8_o.jpg	what they are doing	Two men standing on a lawn, one holding a large farm animal, use electric shears to remove its copious fur.
https://live.staticflickr.com/2404/1570302547_c25127eab5_o.jpg	monuments	The scene is set from the perspective of the center of a monument of some kind. The center of the center is underneath an archway that connects to sides of a monument that memoralizes George Washington and a large list of names, as well as escadrille La Fayette. In the middle of the monument is a narrow passageway that cuts through both the left and the right side of the monument. In that hallway you can see more signs with lists of names up.
https://live.staticflickr.com/5832/30919688696_a3893d9166_h.jpg	location	There is a lake and a long wooden dock. Across the way, there are many industrial and commercial buildings.
https://live.staticflickr.com/65535/50091140066_d513519084_o.jpg	location	The interior of a train themed museum with several displays of train engines.
https://live.staticflickr.com/65535/51575688845_e6a25873da_o.jpg	furniture	A small ornate lounging couch with a red cushion sits on the wall below a circular mirror.
https://live.staticflickr.com/65535/33809830888_5ebbfad593_f.jpg	arthitecture	Historic buildings made of possibly white marble dominate one side of the photo. Looks like the style of the Romans.
https://live.staticflickr.com/2123/2206255991_64c93e9261_o.jpg	building	A view of the city from the middle of the bridge. From there one can buildings that have lined the perimeter.
https://live.staticflickr.com/2187/33023524215_81f5e15239_o.jpg	people	People are standing in an area with cameras and looking at a large object. They seem to be tourists or visitors to a center.
https://live.staticflickr.com/3561/3563872460_8c19e02c7f_k.jpg	landscape	The scene features a mountainous landscape. The perspective is taken from the side of a large mountain looking down into valleys between mountains. The terrain is mostly green with large shrubs or trees all over the mountains and valleys. The terrain is also very rocky with several rock outcropping popping up at the edges of mountain peaks.
https://live.staticflickr.com/2751/4282098587_da81561c99_o.jpg	rivers	There is a small waterway winding through this area.  One one side is a bank.  On the other side is a steep mountainous area.  The water is a dark color.
https://live.staticflickr.com/3494/3755348920_d20968b295_6k.jpg	plants	This is a grass and tree-filled park on a sunny day.  The picture has been manipulated so that the green leaves and grass appear white, and the blue sky appears brownish-orange.
https://live.staticflickr.com/3478/3275622519_ee000ffbf7_k.jpg	arthitecture	The main focus of this scene is two large ornately designed buildings that are situated on either side of a concrete pathway. One of the buildings is clearly the front side of the building. It has ornate pillars at the top of wide stone steps that lead up from the pathway. The front of the entire building has metered windows at a measured point and it has an old style of design that was probably built in the late 1800s. The writing is not English that names the building, but it has a historical or government like feel to the purpose.
https://live.staticflickr.com/797/40930911222_d88ad1f52c_f.jpg	weather	Many white clouds cover the blue sky with slight rays of sun throughout the region.
https://live.staticflickr.com/65535/33809830888_5ebbfad593_f.jpg	people	There are people doing all sorts of different activities in this scene. Some or standing around talking to what appears to be tour guide. Others are standing and conversing in front of ornate buildings or taking pictures. This appears to be a tourist location and the people visiting the area are tourists in nature trying to learn about the site or take pictures of it.
https://live.staticflickr.com/8206/8162048895_7cc48cb55b_h.jpg	arthitecture	There are many tall, cylindrical shaped columns holding up a bridge. The columns are on top of square shaped slabs of   concrete. The columns have grooves all around them.
https://live.staticflickr.com/8737/16869047728_24177385c1_o.jpg	monuments	This is the front of a monument. The monument is white. There is an angel statue on the top of the monument.
https://live.staticflickr.com/7072/27203524505_5a34caef45_o.jpg	location	This is a large train station in a city either in Russia or one of the Soviet block countries. The signs on the walls appear to be in Russian.
https://live.staticflickr.com/5608/29998949053_53e8949b49_f.jpg	rivers	There is a river that seem to have very little water and there is s bridge above
https://live.staticflickr.com/2745/4392614489_d3afb730cb_o.jpg	cars	Here are a group of cars, in the parking lot, across from stores and next to a building.
https://live.staticflickr.com/3915/15165972202_ec58265b94_h.jpg	landscape	From the patio of a large building you can see a very wide section of the skyline of a city.
https://live.staticflickr.com/4007/4685935462_2877e550ef_b.jpg	location	This looks like an abandoned basement, maybe even an underground prison. It has dirty and dingy walls and floors.
https://live.staticflickr.com/4055/4258119338_e540a39e67_o.jpg	location	The image is captured from the perspective of a paved walkway for pedestrians to enjoy for strolling though the pictured outdoor park.
https://live.staticflickr.com/5466/30812131151_d7a8419999_o.jpg	people	A man is standing on the tower wearing a black shirt and blue jeans facing the ocean water.
https://live.staticflickr.com/65535/51891120063_9b13b52518_o.jpg	people	There are three people inside the house and each one of them seem to have his or her own business
https://live.staticflickr.com/5833/29638574453_9e082ed407_o.jpg	interior	This is the interior of a kitchen that is made to serve more than one person. There is a long table people are working at. There are many diners in the background.
https://live.staticflickr.com/65535/51742371014_79b41a50e2_o.jpg	building	This is a large, two story, square ring-shaped brick monastery with a historic stone building in the background.  Some of the buildings have signs with names like Fernando, Felipe, Santiago, and Orosia. The main entrance has ornate stone decorations and a bell on top.
https://live.staticflickr.com/65535/44640104570_7d94409ab6_o.jpg	furniture	Here hundreds of wooden chairs have been set up on a church tile floor instead of wooden pews.
https://live.staticflickr.com/2860/32552364170_d1b24594cd_o.jpg	monuments	There is a dark bronze or stone monument surrounded by yellow flowers and a fence. At the top of this monument is a small statue of a human head.
https://live.staticflickr.com/65535/49305071098_8d0021178f_o.jpg	monuments	two statue on a rock with one holding a shield with its left hand while the right hand is holding the handle of a sword with the second statue still holding the sword with a building roof like a temple to the right.
https://live.staticflickr.com/3340/3421944233_72592f38a8_o.jpg	trees	there are leaves on tall tress hence an indication its the end of autumn
https://live.staticflickr.com/5096/5539674266_fa99347c60_k.jpg	cars	About two dozen cars line a colossal plaza made of individual bricks serving as the parking lot of a group of buildings.
https://live.staticflickr.com/65535/47687337291_ac7aaf5866_f.jpg	people	Passengers on a boat are standing close to the railings and looking out towards the sea
https://live.staticflickr.com/564/32074673785_0200a5b4ea_o.jpg	arthitecture	There is a grand building that is red and white striped. It has a detailed and ornate door frame and it quite grand. There are stairs leasing into a tiled checkered floor.
https://live.staticflickr.com/2782/4297365821_2edb2c6041_k.jpg	arthitecture	The scene is set in the center of a large domed room. The dome at the top is extremely large and made of many, many panes of glass that let in natural light from above. The glass panes are designed in a variety of shapes, sizes and patterns, there are circular panes, moon-shaped panes, squares, etc. At the base of the dome are large pillars set two at a time made to support the dome.
https://live.staticflickr.com/8161/7663668642_d21ce4122a_o.jpg	weather	snow, cold, grey winter weather and no sun lots of clouds.
https://live.staticflickr.com/6071/6146549265_ca2bcaec4f_h.jpg	corridor	Looking down the aisle of a traditionally built church the altar rises and vaults form a ceiling above worshippers.
https://live.staticflickr.com/3049/2323788929_ea4b375fad_k.jpg	building	By standing in the middle of the room, one can see a wooden see through wall.
https://live.staticflickr.com/4038/4221375047_8cc461bd10_6k.jpg	building	There are white and tan apartment buildings perched up high on a hillside overlooking some mountains and trees on hilly land.
https://live.staticflickr.com/8508/28841825643_a4b9a642e4_o.jpg	landscape	A area bordered by stacked rocks serves as the marker where the grand canyon begins and about as far as the eye can see.
https://live.staticflickr.com/4918/32084723088_8f204d457c_f.jpg	location	This is a compound in a rural area of what I believe is South Korea (it could be North Korea)
https://live.staticflickr.com/3644/3326312179_c16ee73aea_o.jpg	weather	The weather outside is overcast and cloudy. The sky is grey, dark, and dreary.
https://live.staticflickr.com/2125/2351775508_be1cb4b4e5_o.jpg	arthitecture	The scene is situated in a walkway or alleyway amongst old buildings that are likely business in nature. They are design in old brick masonry siding and have ornate signage on the outside on some of the buildings to advertise what the building is for. There is also what appears to be an older carriage house or garage with double bay doors. They feel of the achitecture is probably 1700s german or russian historical land that was once an old city square.
https://live.staticflickr.com/1018/571451421_020ea80b05_k.jpg	people	A man is standing in the middle of the clearing. He has an angry look on his face, and is standing with his arms crossed.
https://live.staticflickr.com/65535/50825112358_806c3110e8_o.jpg	location	This is the top of a mountain. From this view, you can see more mountains in the distance.
https://live.staticflickr.com/5615/31284765612_fe7643710e_o.jpg	plants	Interestingly, notice the circular enclosure in the graveled walkway area here. It's actually made of living plants, the plants are bamboo.
https://live.staticflickr.com/7438/9954396234_d691a858e3_f.jpg	furniture	a stool next to some basket with another stool to the left and some tools around lying on the wall to the left, a light shining from the ceiling.
https://live.staticflickr.com/3025/3078432803_68bbbbcb30_o.jpg	furniture	The interior has well-set white tables and white sits that are arranged for an occasion.
https://live.staticflickr.com/812/40950885952_d023fa108f_f.jpg	location	This is a parking lot of a building. There are other buildings in this area too.
https://live.staticflickr.com/6166/6207013733_ce7b6c45d3_o.jpg	location	Here we see many people gathered to watch a climber at a sporting event.
https://live.staticflickr.com/7887/46466613142_0dc7541252_o.jpg	location	This is the front plaza of a long, modern building featuring artistic, curved, thick support beams.  The building faces a large blue pond.  A few people are walking along the plaza admiring the building.
https://live.staticflickr.com/295/19213557699_59296777e0_k.jpg	people	There are two people in an area of the shallow water near a covered hut like structure.
https://live.staticflickr.com/1431/559247060_603417f685_o.jpg	building	At a University is a multistory building that is sold black, except that the windows, especially the open ones, create a compelling geometrical display.
https://live.staticflickr.com/65535/50744755411_17a3433fb4_o.jpg	what they are doing	There is a man and a women dancing in a low traffic-type road. The man is wearing a black jacket and a hat and has his foot in the air and his arms waving around. The women is watching and laughing.
https://live.staticflickr.com/3932/33926282091_f59e815413_o.jpg	landscape	There are several hills covered in green grass with rocks scattered around them. The sun is shining on them.
https://live.staticflickr.com/6176/6243601353_79544623ed_o.jpg	art	There is a small concrete structure of some kind and it has a whole wall painted in grafitti artwork. It is colorful.
https://live.staticflickr.com/3155/2549333017_e434061605_o.jpg	arthitecture	The scene is set at the center of a fake pathway that is made to look like natural sandstone weathered walkways. The walkway is dug out to be under ground level and has a manufactured stream that is running next to a concrete walkway. At the top of the walkway is a bridge that spans overtop the walkway. Every is designed to be a concrete that looks like weathered mud or sandstone.
https://live.staticflickr.com/7235/7354112474_9352b08d7a_h.jpg	arthitecture	There is a large white cylindrical wire structure on top of a concrete building.
https://live.staticflickr.com/973/28112305458_1da175bb84_f.jpg	small objects	These small objects are hanging from a tall house-like structure and they are black cameras or spotlights.
https://live.staticflickr.com/2540/3981333214_98d9027f0e_o.jpg	location	This is a long, four story, ring-shaped building in London.  A street follows the ring around the building. The ring is broken only by another street leading to the ring road.
https://live.staticflickr.com/803/39507388330_e2f52ded57_o.jpg	location	This is a good view of a high rise building construction site from a suite in an adjacent modern residental high rise building.  Many other residential high rise buildings can be seen.
https://live.staticflickr.com/3185/2727665532_3ff833fdc0_o.jpg	activity	This looks like a street parade, the street is lined with festive busses and there are people on the side walk watching the people partaking in the parade.
https://live.staticflickr.com/4625/39668829924_4f0c47d397_o.jpg	interior	The interior of a nice home near the dinner table that has a unique light fixture hanging from the ceiling silver in color and branching out into arms with lights on the ends.
https://live.staticflickr.com/6076/6085458602_082400b0a8_o.jpg	weather	It's a bright and clear day. There sun is shining and there isn't a cloud in the sky.
https://live.staticflickr.com/1823/28986243848_ae2be76d9a_b.jpg	location	This is the shore of the ocean. You can see the ocean stretch far and wide.
https://live.staticflickr.com/5496/10951618435_abf1e47059_k.jpg	people	There are three people, one is standing at the hill near the sea, one is above the tree and the other one is standing and holding a branch of a tree and they are at a distance
https://live.staticflickr.com/1282/750115797_47416f379d_o.jpg	landscape	Deep in the forest there is a large waterfall which passes many wet rocks and then splashes into a lagoon.
https://live.staticflickr.com/5804/30589019552_9c63a5bddf_f.jpg	building	The building that catches your eye is a multi story brick styled castle. The stone work is great, it looks very similar to something you would see from the middle ages. It is attached to a more modern house by what looks like an elevated pathway.
https://live.staticflickr.com/7135/26797440070_00faa97c36_k.jpg	trees	Here we see green trees, they are on top of a mountain and overlook a blue skyline.
https://live.staticflickr.com/1882/43525140085_046f9e5ba9_f.jpg	landscape	The whole area has established buildings surrounded by trees and vegetations and tall hills and mountains from a afar distance.
https://live.staticflickr.com/5141/5669449500_8a5dc417ba_o.jpg	weather	The weather is warm and sunny. The clouds cover most of the sky and cause low visibility conditions.
https://live.staticflickr.com/330/18524520410_d786c9e946_o.jpg	arthitecture	Formed by the triangular intersection of several streets in a French village, a large square is formed that connects with other wide pedestrian paths to show why Paris has been called 'the most walkable city in the world.'
https://live.staticflickr.com/2497/3950467496_b1c9fb5923_h.jpg	building	there is an enormous beautiful building as shown which looks like a shopping mall
https://live.staticflickr.com/1090/1454165943_67ddaf852f_o.jpg	sea	There is a big sea and inside the sea, there is a bridge which is from the ground and one can use it to view the sea
https://live.staticflickr.com/1946/44321713625_997055d6bc_f.jpg	location	Here we see a lush forest with sunshine illuminating the trees, that sit on a field of grass.
https://live.staticflickr.com/2943/15305687456_369a7431b9_o.jpg	arthitecture	A massive circular fountain shoots a tall plume of water as lit from below under a darkening sky.
https://live.staticflickr.com/65535/50776589828_e9028ac39b_f.jpg	sea	This is a beautiful view of a large bay of the sea situated in between two giant mounded mountains. The water has a green tint to it.
https://live.staticflickr.com/1830/42284242024_1a9a0341b9_o.jpg	location	The town space is found to be less rushed and there have some shops and big buildings
https://live.staticflickr.com/4311/36116861672_f522fbee3d_o.jpg	location	the location is found to be some kind of restaurant and the people are enjoying the food and atmosphere of it
https://live.staticflickr.com/4032/4442754203_67f4c4923a_o.jpg	people	A person is wearing a black jacket while carrying an item in there hand while walking through the white snow.
https://live.staticflickr.com/3290/3124237619_93bc257424_o.jpg	interior	We are in a parking garage, it contains many cars, the typical concrete tops floor and posts, and you also have open sides.
https://live.staticflickr.com/4702/40166803302_6ea2966610_f.jpg	location	This is a street filled with stores. There are rows of stores from both sides. There are products placed in the streets.
https://live.staticflickr.com/7372/12487557753_19ed8b523a_o.jpg	landscape	The land here is open and vast. The sky is a beautiful blue and full of sparkling stars. There is a lit up city in the distance and treeline as well.
https://live.staticflickr.com/889/41259843632_7c582d4ca3_f.jpg	weather	This is an overcast day. The sky is covered with clouds, some that are white and others that are gray.
https://live.staticflickr.com/4088/4840090782_1284427a61_o.jpg	happenings	a fence reflecting green light with two pole one on left and the other on the right with shining green light and one on the other side of the street
https://live.staticflickr.com/1412/622899525_15e0f05094_o.jpg	location	It is found to be inside a room and it is very dirty and the things are not arranged
https://live.staticflickr.com/4120/4910130280_02425f4366_b.jpg	happenings	A lady carrying a bag pack with a red shirt on snapping a photo of a sign with white background in a wire cage
https://live.staticflickr.com/4618/40337085541_b3316c0ce6_o.jpg	plants	A small bonsai plant sits is a red flowerpot by the window.
https://live.staticflickr.com/2648/4357414224_ca6beb7301_o.jpg	weather	The weather is cold indicated by the barren tree branches and brown grasses poking thru the snow covered yards. The sstream appears iced over and is covered in thin layer of snow and thecouple of people out walking are bundled in coats.
https://live.staticflickr.com/4087/5026273006_a29e70bbc8_o.jpg	location	a bridge with light underneath and wires at the top and a red boat seen to the left close to shore
https://live.staticflickr.com/3366/3259581817_5b03c8ae20_o.jpg	arthitecture	The building has an older type of structure.  It is made of a natural colored stone of some type.
https://live.staticflickr.com/1634/26107968576_87b1bf562c_o.jpg	arthitecture	The architecture of these buildings remind me of the architecture of New England towns from the 1600's and 1700's.
https://live.staticflickr.com/7916/47084703022_c172b535fd_o.jpg	lake	This is a large lake with mountains in the background. The water is dark, still, and reflective.
https://live.staticflickr.com/2323/2199320540_1eab85a740_o.jpg	arthitecture	This a modern style waterfront apartment building made of brick metal and glass in a large city.
https://live.staticflickr.com/1229/1134815900_1095fe3eae_o.jpg	building	A typical suburban white painted home. There are red doors on the side of the house and a window inbetween them.
https://live.staticflickr.com/752/33117396466_23d00a7967_k.jpg	interior	This is a museum that seems to be focused on British royal interior design from the 1700's. The printed wallpaper and the thick, blue velvet curtains with gold tassels is reminiscent of this period.
https://live.staticflickr.com/65535/49659694937_f4c10e37f4_o.jpg	location	The featured image displays a city downtown area filled with pedestrians, bicyclists, cars, and boats docked on a body of water. Furthermore, the photo is captured from the viewpoint of a bridge, so both the land and water can be seen clearly.
https://live.staticflickr.com/3388/3288877271_ca2c723c11_k.jpg	people	There are many people seated at round tables looking up at women in dresses walking on a catwalk.
https://live.staticflickr.com/4810/32084731638_5798edfeea_f.jpg	lake	The lake is placid with very little waves. The water is crystal clear, and you can see all the way to the lake bed.
https://live.staticflickr.com/65535/48723027536_9e5bef5c2b_o.jpg	interior	The image is set inside of a glass building that appears to feature some developmental framework like metal trusses and related structural hardware.
https://live.staticflickr.com/3590/3481508528_2a87c5c8d4_o.jpg	arthitecture	Buildings and grounds here have flattened and light colored buildings that indicate a sort of adobe or southwest US type style.
https://live.staticflickr.com/4255/35084790470_1c1cd1e11f_k.jpg	sea	Wide open water is visible, it appears to be a sort of inlet to a sea, because a rightward view offers wide open water, while the leftward view shows a shore across the water.
https://live.staticflickr.com/4309/36046581936_7fb8b3587a_o.jpg	mountains	Snow capped mountains are dominant in the outdoor scene here, the tops of peaks nearby are mostly sharp, and dark with snow on them, indicating few plants grow there.
https://live.staticflickr.com/2521/3757879686_15c0c4bedc_k.jpg	weather	The day is nice and sunny with a slight overcast. Perfect to go outside and enjoy walking around.
https://live.staticflickr.com/4290/35442892136_0506975b3a_f.jpg	art	Various primitive type works of art festoon walls in an area, they appear to be work done by children or other novices.
https://live.staticflickr.com/4206/35639612515_af7077717f_o.jpg	plants	There are lots of wild purple flowers that grow on tall stalks that come up out of the ground. There are also lots of wild white daisies and lots of tall overgrown grass.
https://live.staticflickr.com/8086/8553509979_fc405e2391_o.jpg	location	This appears to be a park, on a deck over a river and overlooking a fountain.
